Gene name	Pig gene name
IGHD5-5	
LGALS9C	
IGHD4-4	
IMMP1LP1	
IGHD3-3	
	
LINC01341	
IGHD2-2	
IGHD1-1	
IGHV6-1	
RTN3	
IGHVII-1-1	
	
IGHV1-2	
	
	
IGHVIII-2-1	
IGHV1-3	
SLC22A16	SLC22A16
FBXO10	FBXO10
OR2L6P	
IGHV4-4	
FAM120C	FAM120C
IGHV7-4-1	
DHX9	DHX9
IGHV2-5	
IGHVIII-5-1	
IGHVIII-5-2	
IGHV3-6	
IGHV3-7	
RN7SL617P	
RNA5SP389	
	
IGHVII-60-1	
IGHV4-61	
DDO	DDO
IGHV3-62	
IGHVII-62-1	
IGHV3-63	
IGHV3-64	
NPHP3-AS1	
IGHV3-65	
IGHVII-65-1	
IGHV3-66	
ADGRA1	ADGRA1
WRNIP1	WRNIP1
IGHV1-67	
SLC20A1P1	
IGHVII-67-1	
IGHVIII-67-2	
IGHVIII-67-3	
IGHVIII-67-4	
IGHV1-68	
HNRNPA1P20	
IGHV1-69	
IGHV2-70D	
	
NAALADL2-AS2	
CACNG2-DT	
	
LINC01315	
KCNMB2-AS1	
IGHV3-69-1	
IGHV1-69-2	
	
LINC01644	
	
IGHV1-69D	
IGHV2-70	
IGHV3-71	
IGHV3-72	
HDHD5-AS1	
	
IGHV3-73	
	
GPAM	GPAM
	
IGHV3-74	
RPL37P24	
TBC1D22A-DT	
RPL7AP71	
NYX	NYX
NUP50-DT	
IGHVII-74-1	
IGHV3-75	
IGHV3-76	
IGHVIII-76-1	
MIR5195	
IGHV5-78	
	
IGHVII-78-1	
CPMER	
MECOM	MECOM
IGHV3-79	
	
IGHV4-80	
	
	
RNU6-959P	
IGHV7-81	
	
SERPINB1	SERPINB1
TMEM185A	TMEM185A
HMGB1P27	
PITPNB	PITPNB
	
TOMM5	
TOMM5	
NME2P2	
IGHVIII-82	
SYNE3	SYNE3
	
	
U6	
RPL36AP15	
MIR4645	
SERPINB9	SERPINB9
RIC8B	RIC8B
RPS27AP7	
PPIAP62	
	
LINC01820	
LINC02583	
MYOZ3	MYOZ3
RAB1C	
FRMPD1	FRMPD1
	
	
	
	
RN7SL817P	
TMEM247	
	
ZFTA	ZFTA
SERPINB6	
	
ATP6V1E2	ATP6V1E2
BTF3L4	BTF3L4
	
	
RN7SL596P	
SPINDOC	SPINDOC
FSCN1	FSCN1
RBMX2	RBMX2
RHOQ	RHOQ
TCF12	TCF12
TMEM161B	TMEM161B
ATP5MGP1	
	
	
SRP14P2	
	
SAAL1	SAAL1
RN7SKP171	
TRMT10B	TRMT10B
RNF216-IT1	
MIR6874	
SMARCD3	SMARCD3
	
RHOQ-AS1	
TEDDM2P	
SAGE1	
PIGF	PIGF
SWT1	SWT1
SRP68P2	
	
Metazoa_SRP	
	
PROX2	PROX2
GPR34	GPR34
	
PAIP1P2	
UBE2SP2	
TECTB	TECTB
	
FBXW10	
SIPA1L1	SIPA1L1
	
	
	
	
	
CYCSP30	
	
DACH2	DACH2
CRY1	CRY1
MIR6715B	
MIR6715A	
GUCY2GP	
TTC28-AS1	
CRIPT	
	
	
ZEB1	ZEB1
FBXO28	FBXO28
	
PPFIA1P1	
UGT1A12P	
UGT1A11P	
UGT1A13P	
UGT1A9	
PIGQ	PIGQ
E2F7	E2F7
PRAM1	PRAM1
TVP23B	
	
ELF4	ELF4
RPL4P2	
	
	
EXOSC3	EXOSC3
COP1	COP1
ZNF414	ZNF414
	
MIR3199-1	
MIR3199-2	
	
	
	
RN7SL757P	
MN1	MN1
DMTF1	DMTF1
DIAPH2	DIAPH2
ZNF34	ZNF34
CYP2D7	
DCAF10	DCAF10
HIGD1AP5	
	
	
	
MRGPRX12P	
GSTT2	
MRGPRX4	
GLTPP1	
MRGPRX13P	
UGT1A6	
SAA4	
RBX1	RBX1
	
SYNGR4	SYNGR4
RILPL1	RILPL1
SAA2-SAA4	
	
	
RN7SL627P	
	
FAM106A	
Y_RNA	
	
KDELR1	KDELR1
Y_RNA	
ACTBP15	
MIR1281	
EP300	EP300
	
PAICSP1	
SAA2	
SLC25A51	
COL4A6	COL4A6
MIER3	MIER3
	
RN7SL395P	
RPL8	
TMX2P1	
SHB	SHB
GRWD1	GRWD1
HSPE1P4	
LINC02418	
RNU7-124P	
U8	
	
AIF1L	AIF1L
Y_RNA	
TMTC3	TMTC3
	
SENP3	SENP3
LINC01011	
NQO2-AS1	
HTATSF1P2	
	
	
FAM136BP	
SERPINB8P1	
KCNJ14	KCNJ14
	
	
RNA5SP201	
BPHL	BPHL
ARL6IP1P2	
RNU6-811P	U6
	
	
RN7SL314P	
Y_RNA	
TMEM161BP1	
VN1R53P	
ATP2A1	ATP2A1
	
TUBGCP2	TUBGCP2
	
RNA5SP333	
SULT2B1	SULT2B1
ST13P5	
RNA5SP334	
OR7E5P	
OR5F1	
OR5F1	
OR5F1	
OR5F1	
OR5F2P	
OR5J1P	
	
	
OR8I4P	
	
OR5BN2P	
OR2L9P	
	
	
OR8H3	
OR5BN1P	
OR8K4P	
OR8K5	OR8K5
RNU6-881P	U6
	
OR5J7P	
SLAMF7	SLAMF7
OR5J2	
OR8V1P	
SPACA4	SPACA4
OR4V1P	
	
OR4P1P	
	
Y_RNA	
	
	
PRDX1P1	
OR5D2P	
	
SENP3-EIF4A1	
RPL18	
VN2R9P	
RPL17P11	
	
	
	
DNAJB3	
	
	
	
LINC01235	
OR9L1P	
OR9I3P	
OR9I2P	
UGT1A2P	
	
ZBTB1	ZBTB1
	
OR5BL1P	
	
PCDHAC1	
OR10Q1	OR10Q1
	
	
UGT1A1	
	
LAMC3	LAMC3
LINC02394	
OR9G3P	
SNORA48	SNORA48
SNORD10	SNORD10
SNORA67	SNORA67
MIR6128	
	
LINC02258	
OR9G2P	
OR5G1P	
OR5G4P	
CPNE8-AS1	
CD68	
CD68	
	
OR5G3	
NAA50P1	
EP300-AS1	
WSCD2	WSCD2
OR8J2	
SMARCB1	SMARCB1
OR8I1P	
FAM8A2P	
OR8K2P	
HJURP	HJURP
RPL5P29	
TRIM9	TRIM9
OR5BB1P	
OR4D8P	
	
TUBB2BP1	
OR4D11	OR4D11
OR4D7P	
RNU6-391P	U6
OR5B1P	
H3Y2	
OR5B15P	
GPLD1	GPLD1
TMEM230P2	
TARS1	TARS1
OR8U1	
OR8L1P	
OR5AL2P	
OR5AL1	
OR8U3	
OR5M4P	
	
MPDU1	
MPDU1	
OR5M9	
	
OR5M7P	
	
OR5M6P	
OR5M5P	
LMNTD2	LMNTD2
ZDHHC6	ZDHHC6
HIF1A	HIF1A
SNORD62A	SNORD62
SNORD62B	SNORD62
	
UCK1	UCK1
	
MAP3K13	MAP3K13
MSL3P1	
	
TRPM8	TRPM8
LMNTD2-AS1	
HCFC2	HCFC2
RASSF7	RASSF7
	
PTPRT	PTPRT
SPHK2	SPHK2
ALDH5A1	ALDH5A1
RGS18	RGS18
	
LINC02440	
MRPS6P4	
SLC5A8	SLC5A8
	
	
	
FAM74A3	
	
	
MIR210	
	
MIR2278	
	
	
GNPAT	GNPAT
PHRF1	PHRF1
	
	
MIR6081	
MIR23B	ssc-mir-23b
MIR27B	MIR27B
MIR3074	ssc-mir-24-2
MIR24-1	
	
CEP57L1P1	
	
EIF4EBP2	EIF4EBP2
RNA5SP288	
ENG	ENG
	
NODAL	NODAL
PRELID3BP5	
CFAP54	CFAP54
PRELID3BP6	
	
PRELID3BP7	
YY1P1	
	
	
	
	
	
EBF3	EBF3
	
MIF-AS1	
	
TUBAP14	
	
	
	
	
DGCR5	
VEPH1	VEPH1
CAST	CAST
DBP	DBP
	
POTEH	
FUS	FUS
CA11	CA11
POTEH-AS1	
RNU6-816P	
	
PSLNR	
GRAMD4P2	
	
	
IGLV3-10	
	
IGLV3-9	
IGLV2-8	
MIR650	
	
IGLV3-7	
IGLV3-6	
IGLV2-5	
IGLV3-4	
C10orf143	C10orf143
IGLV4-3	
IGLV3-2	
	
IGLV3-1	
	
	
MIR5571	
	
IGLL5	
	
KSR2	KSR2
CTAGE7P	
PPIAP32	
GLRX3	GLRX3
TGFB2	TGFB2
DEPDC1P1	
	
	
KRT8P43	
CABLES2	CABLES2
IGLJ1	
TDP2	TDP2
IGLC1	
SEC1P	
CHRNA7	
IGLJ2	
IGLC2	
IGLJ3	
FUT2	FUT2
IGLC3	
MIR6850	
IGLJ4	
COMMD5	COMMD5
IGLC4	
IGLJ5	
IGLC5	
IGLJ6	
	
IGLC6	
IGLJ7	
	
SNAPC1	SNAPC1
	
ARHGEF4-AS1	
IGLC7	
SOX15	
DDT	DDT
	
MAMSTR	MAMSTR
	
SMIM39	
FAM168B	FAM168B
	
	
LINC00494	
ACOT13	ACOT13
	
	
	
	
Y_RNA	
BEND7-DT	
ZNF250	ZNF250
RPL6P24	
	
	
DENR	DENR
RNA5SP301	
DLGAP4-AS1	
ACSL5	ACSL5
	
	
ODR4	ODR4
RNU1-11P	
SHBG	
	
TBC1D7	TBC1D7
	
	
TRMT2A	TRMT2A
	
LINC00237	
Y_RNA	
RNA5SP296	
AK1	AK1
TMEM205	TMEM205
	
CRMA	
	
COX4I1P1	
	
NEK2P4	
	
	
NF1P8	
LINC00644	
	
	
	
	
	
REC8	REC8
OSER1-DT	
	
	
	
LINC02444	
RPS27P23	
MIP	MIP
	
EPB41L1-AS1	
SLC49A4	SLC49A4
	
LINC01742	
	
	
	
C20orf85	C20orf85
MED15P8	
	
	
LINC02459	
	
LINC02882	
RNU6-127P	
KLF2P4	
ANKRD60	ANKRD60
HEATR5B	HEATR5B
	
LINC01741	
CHST2	CHST2
CD40	CD40
LINC01724	
	
FMO4	FMO4
ZIC4-AS1	
	
NUP37	NUP37
SEMA5B	SEMA5B
CCDC159	CCDC159
ST6GALNAC6	
	
RPL22P24	
NSL1	NSL1
	
RANGAP1	RANGAP1
	
	
ZNF16	ZNF16
	
ITPR2-AS1	
MIR4672	
ST6GALNAC4	ST6GALNAC4
IFITM3P5	
MT1H	
ANAPC5	ANAPC5
MT3	MT3
CPNE6	CPNE6
	
MIR6812	
MATN4	MATN4
ARL14EPP1	
RPL31P16	
CEBPZOS	CEBPZOS
CDHR5	CDHR5
PDIA2	PDIA2
	
	
TMED10P1	
ZNF252P-AS1	
HFM1	HFM1
	
	
LINC02530	
	
SUMO2P16	
SWSAP1	SWSAP1
MROH1	MROH1
EPM2A	EPM2A
PIP5KL1	PIP5KL1
EPOR	EPOR
CEBPZ	CEBPZ
ATXN3L	
VCX3B	
SLC38A5	SLC38A5
MIR107	ssc-mir-107
PANK1-AS1	
TNFRSF12A	TNFRSF12A
	
	
MIR5100	
LINC02623	
LINC01264	
RET	RET
	
	
NDUFAF7	NDUFAF7
DPM2	DPM2
HCFC1R1	HCFC1R1
ADA	ADA
RGL3	RGL3
CBX1P5	
FAM102A	FAM102A
ATR	ATR
FIG4	FIG4
ATP1A4	ATP1A4
WDR25	WDR25
PRXL2C	PRXL2C
GINS3	GINS3
VCX3A	
CLDN15	CLDN15
	
LMF1	LMF1
ZNF782	ZNF782
TCEAL4	
TCEAL4	
PTMAP11	
	
NUTM2G	
PRKD3	PRKD3
TSGA13	TSGA13
	
	
FAM181A-AS1	
	
EXT1	EXT1
	
	
MORF4L1P7	
MCRIP2P2	
LINC00538	
HSFY1P1	
SCT	SCT
GALNT2	GALNT2
HSFY1P1	
WNK3	WNK3
BMS1P22	
ASB2	ASB2
DRD4	DRD4
	
CSGALNACT2-DT	
YRDCP2	
CSGALNACT2	CSGALNACT2
KCNMB3P1	
PAPPA-AS2	
	
	
PANO1	
PAPPA-AS1	
LINC02547	
TPTEP1	
	
ASTN2-AS1	
LINC02989	
PARVA	PARVA
TPTEP1	
RASGEF1A	RASGEF1A
	
ZKSCAN5	ZKSCAN5
	
LINC01132	
RPL10P3	
SNORA70C	
RN7SKP128	
RN7SKP125	
	
	
MIR4478	
NDUFA8	
NDUFA8	
	
FMO1	FMO1
	
	
ODAD3	ODAD3
LTA4H	LTA4H
SAT2	SAT2
MORN5	MORN5
POM121L9P	
POM121L9P	
Y_RNA	
GMPR	
LINC00529	
RPL19P13	
	
	
	
MTMR9	MTMR9
RBM18	RBM18
GGT3P	
	
IRX6	IRX6
CCDC197	CCDC197
	
LRP5L	
TMEM130	TMEM130
	
	
GPR53P	
UBD	UBD
LINC02633	
MRRF	MRRF
	
RNU6ATAC11P	
RPL5P26	
OTUB2	OTUB2
	
OR2H5P	
OR4P4	
ROGDI	
TMEM183AP1	
GLUD1	
SNORD32B	SNORD33
	
RPL13AP	
OR4A11P	
SUMO2P1	
OR4A12P	
OR4A9P	
OR4X7P	
OR4A10P	
OR4A17P	
MOG	MOG
OR4A13P	
ATP1B2	ATP1B2
OR4A50P	
IFI27L1	
PRKD3-DT	
RNU6-939P	
	
RPL7AP55	
QPCT	QPCT
OR5E1P	
RNU6-943P	
OR10G6	OR10G6
	
OR10G5P	
	
OR10G9	
OR10G9	
OR10G9	
	
SPRTN	SPRTN
OR10D5P	
MIR130A	ssc-mir-130a
TTC9C	TTC9C
P2RX6P	
EFNB3	EFNB3
PRAMENP	
PRAMENP	
	
	
CECR7	
RPL29P2	
ZBTB3	
	
ELAVL3	ELAVL3
OR1D5	OR1D5
	
SLC35G5	
TDH	
OR1P1	
OR1E3	
Vault	
RPS29P22	
	
POLR2G	POLR2G
EGLN1	EGLN1
	
AOC1	AOC1
RNU6-1116P	
	
ERVE-1	
CDC42EP3	CDC42EP3
	
	
BRCC3	BRCC3
	
USP41	
TMEM97	TMEM97
IFI27L2	
	
RTP1	RTP1
	
	
FAM247A	
SMPD4P1	
RN7SL670P	
MRPL50P2	
	
RPL7AP25	
	
	
	
	
LINC01014	
PPP4R4	PPP4R4
	
EMC7	EMC7
	
RAPH1	
TNFAIP1	TNFAIP1
ACTG1P23	
	
POM121L4P	
LINC02961	
	
ZNF653	ZNF653
SLC33A1	SLC33A1
GGT2P	
RPL5P5	
TDH-AS1	
	
	
FAM167A-AS1	
POM121L1P	
	
FCRL1	FCRL1
TPTEP2	
	
RN7SL293P	
RNU6-1084P	U6
FAM167A	FAM167A
	
TAF6L	TAF6L
RPL32P2	
MPDZ	MPDZ
PGBD4	
	
KATNBL1	KATNBL1
SUMF2	SUMF2
	
	
	
RASA2-IT1	
	
	
	
	
	
	
RPL32P8	
OR7E158P	
LINC01994	
	
	
	
NTN4	NTN4
DEFB136	DEFB136
RPL35AP10	
IDH3G	IDH3G
	
KDM8	KDM8
HMGN2P13	
ANKUB1	ANKUB1
	
DEFB131E	
	
CNN1	CNN1
	
DEFB131C	
DEFB130B	
HSPA2	
RNA5SP253	
NKX2-1	NKX2-1
DEFB108D	
POLDIP2	POLDIP2
	
USP17L7	
DEFB109D	
	
TMEM223	TMEM223
	
	
WWTR1-IT1	
GNG4	GNG4
CLN8	CLN8
TM4SF4	TM4SF4
	
	
RRP7BP	
	
TMEM179B	TMEM179B
RPL36AP1	
	
RN7SL461P	
RNU6-1204P	
OTX2	OTX2
TGFB2-OT1	
TUBB8P10	
LINC00184	
QRSL1P2	
	
	
PAPPA2	PAPPA2
	
RRP7BP	
PPIAP73	
MIR6748	
GHSR	GHSR
NXF1	NXF1
SEPTIN12	SEPTIN12
TMEM199	TMEM199
	
SNRPCP3	
	
PA2G4P4	
NDUFB4P1	
GPR149	GPR149
GAPDHP76	
	
KBTBD11-OT1	
ATP5MGP5	
KASH5	KASH5
EMC4	EMC4
MIR3674	
	
MIR596	
TIPARP	TIPARP
ARHGEF10	ARHGEF10
	
MIR4723	
	
	
VTN	VTN
BCRP2	
RPL23AP82	
GPR132	
LINC01260	
	
RPL23AP7	
CCN5	CCN5
TSNAX-DISC1	
	
ADGRD1-AS1	
	
	
Y_RNA	
	
NUTM1	NUTM1
	
OTOA	OTOA
PSMD9	PSMD9
RPL4P4	
RPL21P42	
SUN5	SUN5
PAQR9-AS1	
	
	
FAM47A	
	
APOOL	APOOL
	
JAG2	JAG2
	
	
OR7E53P	
LINC00880	
LINC02877	
EI24P1	
MYO1C	MYO1C
	
PPIAP75	
ATP13A4-AS1	
PLS3	PLS3
TMEM191A	
ADIPOQ-AS1	
YEATS2-AS1	
SETP14	
PTH2	PTH2
	
ACTG1P15	
MIR1233-1	
	
LINC02066	
TMEM191A	
OPA1-AS1	
	
SLC17A7	SLC17A7
	
SST	SST
	
	
CARMAL	
	
	
	
LINC02773	
PRICKLE2-DT	
CLPTM1LP1	
ABHD2	ABHD2
CLSTN2	CLSTN2
GOT2P2	
MIR6514	
	
LRRN2	LRRN2
RNU6-118P	U6
STX5-DT	
RNU2-2P	
SNORD22	SNORD22
SNORD22	SNORD22
SNORD22	SNORD22
SNORD22	SNORD22
SNORD22	SNORD22
SNORD22	SNORD22
SNORD22	SNORD22
SNORD22	SNORD22
LINC02665	
BPIFB2	BPIFB2
SNORD30	SNORD30
	
SNORD22	SNORD22
COX6CP17	
SNORD28	SNORD28
	
SNORD27	SNORD27
SNORD26	SNORD26
RNU6-535P	
SNORD25	
RN7SKP167	
	
MIR130AHG	
	
	
MIR5699	
DIP2C-AS1	
	
	
	
	
YPEL4	YPEL4
SLC48A1	SLC48A1
	
PPP2R5A	PPP2R5A
CTNNA3	CTNNA3
CRYBB2P1	
NMNAT1P3	
	
KLHL24	KLHL24
BPIFB6	BPIFB6
OR11M1P	
CRYBB2P1	
	
PIH1D1	PIH1D1
ZDHHC5	ZDHHC5
RAP1B	RAP1B
PUDPP3	
BPIFB4	BPIFB4
	
	
	
RPL7AP51	
MIR7151	
AKR1B10P1	
RPL21P92	
TFIP11-DT	
DNAJC12	DNAJC12
TPST2	
ZDHHC20P1	
HLA-F	
	
	
	
	
RNF216	RNF216
C1orf100	C1orf100
BPIFA2	BPIFA2
RNU7-195P	
HMGB1P8	
	
	
	
RTP4	
	
RNU6-1250P	
NECAP1P2	
RN7SL394P	
RLBP1	RLBP1
	
DNAJC19P1	
	
TAF13P2	
RNU6-523P	
RPL12P8	
SIRT1	SIRT1
MRPL48	MRPL48
DCTN1-AS1	
	
	
	
KBTBD11-OT1	
KBTBD11	KBTBD11
MIR6765	
	
XIAP-AS1	
EEF1A1P45	
RNU6-122P	
PARD6BP1	
WWTR1-AS1	
	
STAG2-AS1	
	
PACS2	PACS2
MYOM2	MYOM2
ISCA2P1	
STAG2	STAG2
	
LINC02036	
	
	
	
	
	
	
SUCO	SUCO
AP1B1P1	
	
	
HMGA1P8	
AP1B1P1	
AP1B1P2	
	
	
FAM230A	
WDR54	WDR54
SOCS2P1	
	
BPIFA3	BPIFA3
	
IL17RD	IL17RD
FAM247B	
GGTLC3	
MIR6766	
POLG-DT	
	
Metazoa_SRP	
	
	
MIR9-3	ssc-mir-9-3
TMEM191B	
SLC12A6	SLC12A6
PI4KAP1	
PYDC1	
BPIFA1	BPIFA1
	
HLA-F-AS1	
ALDH16A1	ALDH16A1
MATCAP2	MATCAP2
SULT1A3	
RPL23AP1	
RPS3AP38	
MICE	
RN7SL220P	
HCG9P5	
POU5F1P5	
Y_RNA	
IFITM4P	
	
	
	
DNAJB12	DNAJB12
HCG4	
HLA-P	
RPL7AP7	
MICG	
GCNT2P1	
	
Y_RNA	
PAK1IP1	PAK1IP1
TMEM14C	
TMEM14C	
TMEM14C	
INO80B	INO80B
TMEM14B-DT	
PI4KAP1	
SORCS1	SORCS1
TMEM14B	
	
RN7SKP131	
RIMBP3	
RN7SKP243	
MIX23P5	
Metazoa_SRP	
SUSD2P2	
COA4	COA4
FAM246B	
CA15P2	
PPP1R26P2	
	
LINC01637	
PHF14	PHF14
INO80B-WBP1	
	
THAP7-AS1	
MIR7160	
TUBA3FP	
	
PAAF1	PAAF1
TPD52	TPD52
WBP1	WBP1
	
	
SLC7A4	SLC7A4
FLT3LG	FLT3LG
	
	
HNRNPCP4	
RMI2	RMI2
RPL12P3	
BPIFB1	BPIFB1
DNAJC13	DNAJC13
FBXL15	FBXL15
TNP2	TNP2
	
CES5AP1	
SH2D4B	SH2D4B
PRM3	
	
	
PRM2	PRM2
BPIFB5P	
BPIFB9P	
	
CDK5RAP1	CDK5RAP1
ANTXRL	
PRM1	
	
MRPL53	
	
CCDC188BP	
MIR548H2	
Y_RNA	
	
ZDHHC8BP	
	
LINC01659	
	
CCDC142	CCDC142
	
SNN	SNN
	
FAM230I	
	
Metazoa_SRP	
	
CENPN-AS1	
SYT15B	
	
GUSBP11	
	
ATMIN	
ATMIN	
CEP41	CEP41
AGAP5	
INPP5K	INPP5K
	
TTC31	TTC31
	
	
	
GCSH	
GCSH	
GCSH	
GCSH	
GCSH	
	
	
LBX1	LBX1
	
FAM25G	
	
	
	
ATF3	ATF3
RPS20P33	
RNA5SP203	
	
	AWN
	
	PSP-II
	
TEX22	TEX22
RGL4	
LINC02680	
MAK	MAK
ADAM12	ADAM12
MTA1-DT	
MTA1	MTA1
	
	
PRICKLE2-AS2	
	
SNORD32A	SNORD33
SNORD33	
SNORD34	SNORD34
SNORD34	SNORD34
	
SNORD35A	SNORD35A
EEF1A1P23	
RPS11	RPS11
ALG1L15P	
	
HGD	HGD
RNU6-1191P	
	
BCO1	BCO1
SNORD35B	SNORD35B
MIR150	ssc-mir-150-1
COX6CP7	
	
PCGF1	
PCGF1	
	
RNASEL	RNASEL
FCGRT	FCGRT
	
	
MIR4720	
	
PPIAP51	
	
MIR7854	
MIR6504	
	
	
	
	
MIR1972-2	
	
MYBL1	MYBL1
PLXNA2	PLXNA2
PDPR	PDPR
RN7SL105P	
RILP	RILP
	
ZNF70	ZNF70
TPRG1-AS2	
TLCD2	TLCD2
TLX2	TLX2
VPREB3	VPREB3
POGLUT1	POGLUT1
MIR22	MIR22
C22orf15	C22orf15
SERPINF2	SERPINF2
GCM2	GCM2
DQX1	DQX1
	
ZFP57	ZFP57
	
SNTA1	SNTA1
HNRNPH1P1	
EWSR1	EWSR1
RNU4ATAC18P	
WTAP	WTAP
	
PLPP7	PLPP7
BPIFB3	BPIFB3
	
	
	
	
TMEM268	TMEM268
OR7E97P	
TRIM42	TRIM42
AUP1	AUP1
DNMT3B	DNMT3B
Y_RNA	
RCN3	RCN3
TEX53	
TEX48	TEX48
	
	
TNFSF15	TNFSF15
DGKG	DGKG
SERPINF1	SERPINF1
ATP6V1G1	ATP6V1G1
SPATA45	SPATA45
	
	
PSMD5	PSMD5
PLA2G4A	PLA2G4A
SORBS3	SORBS3
	
PIGCP2	
	
U3	
	
EXOSC6	EXOSC6
NOSIP	NOSIP
SOD2-OT1	
RN7SL279P	
ACAT2	ACAT2
LAMB1	LAMB1
DDX19B	DDX19B
ARPC3P4	
DNAJB13	DNAJB13
LIPK	
TCP1	TCP1
PHF19	PHF19
ZFYVE27	ZFYVE27
LINC02862	
	
TOP1P1	
RPS3AP9	
	
ATIC	ATIC
LINC02869	
	
	
	
	
	
	
	
UCP3	UCP3
SMYD4	SMYD4
ETNK2	ETNK2
RPA1	RPA1
	
	
CRIP2	CRIP2
PPME1	PPME1
	
	
SHCBP1L	SHCBP1L
Y_RNA	
PRRG2	PRRG2
KLHL6	
	
RNFT1P3	
HNRNPA1P19	
OLA1P2	
SCDP1	
	
	
	
ABHD17AP6	
	
RNU6-1178P	
TRIM32	TRIM32
RNASEH1P1	
RPL23AP22	
	
SPECC1P2	
	
	
	
	
LINC01152	
	
CDCA4P1	
	
CER1	CER1
RRAS	RRAS
	
LINC02097	
	
	
	
RNU6-1260P	
LDHAP4	
	
MPP7	MPP7
	
SNORA20	
SNORA20	
SNORA20	
	
SNORA29	SNORA29
SOX9	SOX9
MRPL18	MRPL18
PSIP1P1	
	
	
	
UBE2V1P10	
	
RPL10AP5	
LPGAT1	LPGAT1
	
	
LINC02003	
SUGT1P1	
LINC01209	
	
	
LINC01840	
PRSS3P4	
PNLDC1	PNLDC1
LINC00886	
ANXA2P2	
ROCR	
TRBV21OR9-2	
SCAF1	SCAF1
TRBV22OR9-2	
TRBV23OR9-2	
TRBV24OR9-2	
HNRNPA1P24	
TRBV25OR9-2	
PRDX3P4	
METTL15P1	
PTENP1	
	
ADAMTS9	ADAMTS9
PTENP1-AS	
TRBV26OR9-2	
	
	
	
PROX1	PROX1
SLC30A8	SLC30A8
	
SOX9-AS1	
TRBV29OR9-2	
UBE2R2	UBE2R2
Y_RNA	
RNU4ATAC11P	
SNORD121B	SNORD121B
SNORD121A	SNORD121A
OSTCP8	
RN7SKP114	
	
DCAF12	DCAF12
RNA5SP343	
	
	
	
	
	
USP44	USP44
	
	
KCNJ1	KCNJ1
IRF3	IRF3
TUBB4BP2	
	
	
	
RPL23AP18	
	
	
BRINP3-DT	
	
RPL7L1	RPL7L1
DUTP6	
SPC25	SPC25
CTSL	CTSL
	
	
PFKFB2	PFKFB2
SORBS1	SORBS1
TESC	TESC
	
	
POLD4	POLD4
SPPL2C	SPPL2C
CRIP1	
MAPT-IT1	
	
G6PC2	G6PC2
Metazoa_SRP	
STH	
	
Y_RNA	
MIR6165	
	
C6orf226	
SPOP	SPOP
	
	
DEFB135	
PYGB	PYGB
	
PTCRA	PTCRA
	
DEFA1	
	
FOXO1B	
	
SNORD63B	
SNORD63	SNORD63
	
ZNF596	ZNF596
	
HSPA9	HSPA9
LINC02409	
FREM1	FREM1
ABCB11	ABCB11
RBM19	RBM19
LINC02976	
RPL24P4	
	
	
GNMT	GNMT
RN7SKP239	
CLCF1	CLCF1
	
	
PEX6	PEX6
RNU6-1238P	
PPP1CA	PPP1CA
TEDC1	TEDC1
	
	
ABHD12	ABHD12
PPP2R5D	PPP2R5D
	
UBE2V1P6	
RN7SL187P	
HMGB1P37	
	
PTGES2	PTGES2
LRP2	LRP2
	
SNRPD2P2	
	
NENF	NENF
	
B3GNT5	B3GNT5
	
	
	
	
KIAA0930	KIAA0930
	
PTP4A1P7	
	
LINC01740	
	
DDX19A-DT	
DDX50P2	
TBC1D10C	TBC1D10C
	
LINC01991	
DDX19A	DDX19A
TATDN3	TATDN3
	
	
	
	
GOLIM4	GOLIM4
	
FAM87A	
	
DPYS	DPYS
CMAS	CMAS
DCSTAMP	DCSTAMP
PPIAP2	
ASIP	ASIP
RPS6KB2	RPS6KB2
	
LRRC10	LRRC10
XPOTP1	
	
	
AHCY	AHCY
	
	
	
	
	
MIR548A3	
MIR1249	
SMC5	
KLHL38	KLHL38
	
	
UPK3A	UPK3A
CAMKK2	CAMKK2
	
ANGPT2	ANGPT2
	
TM4SF19-AS1	
SIAH2-AS1	
FAM118A	FAM118A
	
	
	
Y_RNA	
CDC42P1	
ITCH-AS1	
ITCH-IT1	
MIR644A	
KCNAB1-AS2	
FDX1P1	
	
Y_RNA	
	
MAP1LC3A	MAP1LC3A
MTAPP2	
CCDC50	CCDC50
	
ST3GAL2	ST3GAL2
PIGU	PIGU
SMC1B	SMC1B
	
Y_RNA	
RN7SL726P	
	
	
MIR204	ssc-mir-204
PIGUP1	
RPL35AP21	
HES1	HES1
OR13F1	
OR13F1	
	
OR13C4	OR13C4
OR13C8	OR13C8
OR13D2P	
OR13C5	
OR13C5	
OR13C5	
OR13C2	
OR13C2	
OR13C2	
GK5	GK5
OR13C9	
OR13C9	
OR13C9	
	
OR13I1P	
	
OR13D3P	
NIPSNAP3A	
TMEM121	TMEM121
	
RPS27P26	
RNU6-23P	U6
	
	
MIR8055	
AGPAT5	AGPAT5
ATP5MC1P1	
FCSK	FCSK
ELK2BP	
IGHA2	
LRRC61	LRRC61
NIPSNAP3B	
RIBC2	RIBC2
DYNLRB1	
	
IGHE	
ZNF804A	ZNF804A
RARRES2	RARRES2
LINC02230	
	
ITCH	ITCH
IGHG4	
IGHG4	
IGHG4	
IGHG4	
IGHG4	
IGHG4	
FOXD1	FOXD1
RPL23AP33	
MIR4659A	
MIR4659B	
	
GATA4	GATA4
	
	
	
CT70	
