"human.gene.name","gene.name","human.homology.type","human.gene.order.conservation.score","human.whole.genome.alignment.coverage","human.orthology.confidence..0.low..1.high."
"TAC1","Tac1","ortholog_one2one",75,100,1
"ALS2","Als2","ortholog_one2one",100,100,1
"MC4R","Mc4r","ortholog_one2one",50,100,1
"TFE3","Tfe3","ortholog_one2one",100,100,1
"KCNE4","Kcne4","ortholog_one2one",100,100,1
"EFCC1","Efcc1","ortholog_one2one",50,100,1
"GPX2","Gpx2","ortholog_one2one",100,100,1
"LAP3","Lap3","ortholog_one2one",100,100,1
"SOS2","Sos2","ortholog_one2one",100,100,1
"MSMO1","Msmo1","ortholog_one2one",100,100,1
"GCC2","Gcc2","ortholog_one2one",50,100,1
"BAK1","Bak1","ortholog_one2one",100,100,1
"IKBIP","Ikbip","ortholog_one2one",100,100,1
"NKAP","Nkap","ortholog_one2one",50,100,1
"FAM71F1","Fam71f1","ortholog_one2one",100,100,1
"SLC16A9","Slc16a9","ortholog_one2one",100,100,1
"CALR3","Calr3","ortholog_one2one",100,100,1
"SLC47A1","Slc47a1","ortholog_one2one",100,97.9,1
"NCR1","Ncr1","ortholog_one2one",100,100,1
"LITAF","Litaf","ortholog_one2one",100,100,1
"ZFHX2","Zfhx2","ortholog_one2one",100,100,1
"TEX52","Tex52","ortholog_one2one",100,100,1
"AKAP14","Akap14","ortholog_one2one",75,80.02,0
"PIK3R5","Pik3r5","ortholog_one2one",100,100,1
"TMEM150C","Tmem150c","ortholog_one2one",100,100,1
"PFN4","Pfn4","ortholog_one2one",100,100,1
"POLR1F","Twistnb","ortholog_one2one",50,100,1
"SNN","Snn","ortholog_one2one",100,100,1
"KRT36","Krt36","ortholog_one2one",100,100,1
"ZFP92","Zfp92","ortholog_one2one",50,100,1
"FOXM1","Foxm1","ortholog_one2one",100,98.23,1
"TXNDC11","Txndc11","ortholog_one2one",100,99.14,1
"CHEK1","Chek1","ortholog_one2one",100,100,1
"SAG","Sag","ortholog_one2one",100,100,1
"ESYT3","Esyt3","ortholog_one2one",100,100,1
"PEX10","Pex10","ortholog_one2one",100,100,1
"GP6","Gp6","ortholog_one2one",75,93.03,0
"CDKAL1","Cdkal1","ortholog_one2one",100,100,1
"PRMT6","Prmt6","ortholog_one2one",100,100,1
"ERG","Erg","ortholog_one2one",100,100,1
"GUCY2D","Gucy2e","ortholog_one2one",100,100,1
"UBR4","Ubr4","ortholog_one2one",100,100,1
"UNC5CL","Unc5cl","ortholog_one2one",100,100,1
"SFXN1","Sfxn1","ortholog_one2one",50,100,1
"GPSM3","Gpsm3","ortholog_one2one",100,100,1
"MTMR10","Mtmr10","ortholog_one2one",75,100,1
"ARHGEF9","Arhgef9","ortholog_one2one",50,100,1
"GPR149","Gpr149","ortholog_one2one",100,100,1
"NDUFV1","Ndufv1","ortholog_one2one",100,100,1
"CHTF18","Chtf18","ortholog_one2one",100,100,1
"DNALI1","Dnali1","ortholog_one2one",100,100,1
"PBX2","Pbx2","ortholog_one2one",100,100,1
"PLCB3","Plcb3","ortholog_one2one",100,100,1
"NRP2","Nrp2","ortholog_one2one",100,100,1
"PRSS54","Prss54","ortholog_one2one",100,100,1
"RHOH","Rhoh","ortholog_one2one",100,100,1
"MPP4","Mpp4","ortholog_one2one",100,100,1
"CLEC1A","Clec1a","ortholog_one2one",50,100,1
"CDIN1","BC052040","ortholog_one2one",100,100,1
"TMEM64","Tmem64","ortholog_one2one",100,100,1
"GNL2","Gnl2","ortholog_one2one",100,100,1
"TNRC6C","Tnrc6c","ortholog_one2one",100,99.26,1
"TREX2","Trex2","ortholog_one2one",100,100,1
"MRAS","Mras","ortholog_one2one",100,100,1
"TRIM9","Trim9","ortholog_one2one",75,100,1
"UBIAD1","Ubiad1","ortholog_one2one",75,100,1
"DYNLRB1","Dynlrb1","ortholog_one2one",100,100,1
"TGFBI","Tgfbi","ortholog_one2one",100,100,1
"PHAX","Phax","ortholog_one2one",100,100,1
"UBFD1","Ubfd1","ortholog_one2one",100,100,1
"PPEF2","Ppef2","ortholog_one2one",100,100,1
"GP9","Gp9","ortholog_one2one",100,100,1
"DIP2C","Dip2c","ortholog_one2one",75,100,1
"LRP2","Lrp2","ortholog_one2one",100,100,1
"ZNF146","Zfp146","ortholog_one2one",50,100,1
"CHERP","Cherp","ortholog_one2one",100,99.99,1
"SHISA9","Shisa9","ortholog_one2one",100,100,1
"USE1","Use1","ortholog_one2one",100,97.77,1
"PTPRD","Ptprd","ortholog_one2one",100,100,1
"EARS2","Ears2","ortholog_one2one",100,100,1
"MED16","Med16","ortholog_one2one",100,97.58,1
"PSMD2","Psmd2","ortholog_one2one",100,100,1
"PAPPA","Pappa","ortholog_one2one",100,100,1
"CPOX","Cpox","ortholog_one2one",100,100,1
"ALDH7A1","Aldh7a1","ortholog_one2one",100,98.92,1
"SLURP1","Slurp1","ortholog_one2one",100,100,1
"HPDL","Hpdl","ortholog_one2one",100,100,1
"LRFN2","Lrfn2","ortholog_one2one",100,100,1
"THEM6","Them6","ortholog_one2one",100,100,1
"TNPO2","Tnpo2","ortholog_one2one",100,100,1
"IRX4","Irx4","ortholog_one2one",100,100,1
"ASNS","Asns","ortholog_one2one",50,100,1
"GPR15","Gpr15","ortholog_one2one",100,100,1
"NME9","Nme9","ortholog_one2one",100,100,1
"EBF4","Ebf4","ortholog_one2one",100,100,1
"MAP1LC3A","Map1lc3a","ortholog_one2one",100,93.89,1
"RER1","Rer1","ortholog_one2one",100,100,1
"ARMC8","Armc8","ortholog_one2one",100,100,1
"B3GALNT2","B3galnt2","ortholog_one2one",100,96.95,1
"PRRC2A","Prrc2a","ortholog_one2one",100,100,1
"SLC4A10","Slc4a10","ortholog_one2one",100,100,1
"GNG13","Gng13","ortholog_one2one",100,100,1
"HAUS7","Haus7","ortholog_one2one",100,100,1
"ABAT","Abat","ortholog_one2one",100,100,1
"TEDC2","Tedc2","ortholog_one2one",100,100,1
"AL034430.1","AL731706.1","ortholog_one2one",100,100,1
"SLX4IP","Slx4ip","ortholog_one2one",100,100,1
"KRT15","Krt15","ortholog_one2one",100,100,1
"USP15","Usp15","ortholog_one2one",100,100,1
"ARG1","Arg1","ortholog_one2one",100,100,1
"SLC12A9","Slc12a9","ortholog_one2one",100,100,1
"RABEP1","Rabep1","ortholog_one2one",100,100,1
"C19orf44","1700030K09Rik","ortholog_one2one",100,100,0
"ATP8B1","Atp8b1","ortholog_one2one",100,100,1
"RDH13","Rdh13","ortholog_one2one",100,100,1
"POLR1G","Cd3eap","ortholog_one2one",100,99.13,0
"USP13","Usp13","ortholog_one2one",100,100,1
"DELE1","Dele1","ortholog_one2one",100,100,1
"SLC39A10","Slc39a10","ortholog_one2one",75,91.66,1
"ERCC1","Ercc1","ortholog_one2one",100,97.71,1
"MGST2","Mgst2","ortholog_one2one",75,100,1
"C1GALT1","C1galt1","ortholog_one2one",50,100,1
"AL034430.2","AL731706.2","ortholog_one2one",100,100,1
"MKKS","Mkks","ortholog_one2one",100,100,1
"FBXW9","Fbxw9","ortholog_one2one",100,100,1
"RACGAP1","Racgap1","ortholog_one2one",100,100,1
"CDCP2","Cdcp2","ortholog_one2one",100,100,1
"CA14","Car14","ortholog_one2one",100,100,1
"EPS8L1","Eps8l1","ortholog_one2one",100,100,1
"IGSF9","Igsf9","ortholog_one2one",100,100,1
"CCNE1","Ccne1","ortholog_one2one",100,100,1
"RSPH4A","Rsph4a","ortholog_one2one",25,100,1
"KRT19","Krt19","ortholog_one2one",100,100,1
"TRIM23","Trim23","ortholog_one2one",75,100,1
"CCSER1","Ccser1","ortholog_one2one",100,100,1
"ADD3","Add3","ortholog_one2one",100,100,1
"FERD3L","Ferd3l","ortholog_one2one",75,100,1
"TWIST1","Twist1","ortholog_one2one",100,100,1
"SNF8","Snf8","ortholog_one2one",100,100,1
"APH1A","Aph1a","ortholog_one2one",100,100,1
"EIPR1","Eipr1","ortholog_one2one",100,100,1
"TMEM176B","Tmem176b","ortholog_one2one",100,100,1
"C11orf86","2010003K11Rik","ortholog_one2one",75,100,1
"INCENP","Incenp","ortholog_one2one",75,100,1
"IFT57","Ift57","ortholog_one2one",100,100,1
"SNTG1","Sntg1","ortholog_one2one",50,100,1
"PDC","Pdc","ortholog_one2one",100,100,1
"PIP","Pip","ortholog_one2one",100,100,0
"TMEM237","Tmem237","ortholog_one2one",100,100,1
"PSMA8","Psma8","ortholog_one2one",100,100,1
"COX7A1","Cox7a1","ortholog_one2one",75,100,1
"SLC17A1","Slc17a1","ortholog_one2one",100,100,1
"NDUFA1","Ndufa1","ortholog_one2one",75,100,1
"STXBP5","Stxbp5","ortholog_one2one",100,100,1
"FOXI1","Foxi1","ortholog_one2one",75,100,1
"ADIPOR2","Adipor2","ortholog_one2one",50,100,1
"NPFFR1","Npffr1","ortholog_one2one",100,100,1
"PQBP1","Pqbp1","ortholog_one2one",100,100,1
"ERMP1","Ermp1","ortholog_one2one",75,100,1
"LARP1","Larp1","ortholog_one2one",100,100,1
"BCL9","Bcl9","ortholog_one2one",100,100,1
"SUPT7L","Supt7l","ortholog_one2one",100,100,1
"ALB","Alb","ortholog_one2one",100,100,1
"CHMP2A","Chmp2a","ortholog_one2one",75,100,1
"EMC1","Emc1","ortholog_one2one",100,100,1
"GPCPD1","Gpcpd1","ortholog_one2one",100,100,1
"THUMPD1","Thumpd1","ortholog_one2one",75,100,1
"CLEC7A","Clec7a","ortholog_one2one",100,100,0
"GINS3","Gins3","ortholog_one2one",100,92.68,1
"KLHL2","Klhl2","ortholog_one2one",75,100,1
"SLC4A1AP","Slc4a1ap","ortholog_one2one",100,99.28,1
"SCAF1","Scaf1","ortholog_one2one",100,100,1
"HPCAL4","Hpcal4","ortholog_one2one",100,100,1
"LGI1","Lgi1","ortholog_one2one",100,100,1
"ITGAL","Itgal","ortholog_one2one",100,100,1
"EMSY","Emsy","ortholog_one2one",100,100,1
"PHF3","Phf3","ortholog_one2one",100,100,1
"ELAVL1","Elavl1","ortholog_one2one",75,100,1
"CLDND1","Cldnd1","ortholog_one2one",100,100,1
"MID1IP1","Mid1ip1","ortholog_one2one",100,100,1
"CRHR1","Crhr1","ortholog_one2one",50,100,1
"CITED2","Cited2","ortholog_one2one",75,100,1
"SLC9A2","Slc9a2","ortholog_one2one",100,100,1
"SLC17A6","Slc17a6","ortholog_one2one",100,100,1
"CYRIA","Fam49a","ortholog_one2one",100,100,1
"HIF1AN","Hif1an","ortholog_one2one",100,100,1
"VNN1","Vnn1","ortholog_one2one",100,100,1
"MAT1A","Mat1a","ortholog_one2one",50,100,1
"DENND2A","Dennd2a","ortholog_one2one",100,100,1
"CHRNA9","Chrna9","ortholog_one2one",100,100,1
"ZFAND3","Zfand3","ortholog_one2one",100,100,1
"WDR46","Wdr46","ortholog_one2one",100,100,1
"TDRKH","Tdrkh","ortholog_one2one",100,98.59,1
"NAAA","Naaa","ortholog_one2one",100,100,1
"EZH1","Ezh1","ortholog_one2one",75,100,1
"NT5C1A","Nt5c1a","ortholog_one2one",100,100,1
"CLDN5","Cldn5","ortholog_one2one",100,100,1
"PEX5L","Pex5l","ortholog_one2one",100,100,1
"TMEM179","Tmem179","ortholog_one2one",100,100,1
"TAAR1","Taar1","ortholog_one2one",100,100,1
"HNRNPM","Hnrnpm","ortholog_one2one",100,100,1
"TAAR2","Taar2","ortholog_one2one",75,100,1
"MRPL46","Mrpl46","ortholog_one2one",100,100,1
"KRT78","Krt78","ortholog_one2one",100,86.06,0
"MAP1B","Map1b","ortholog_one2one",100,100,1
"CNRIP1","Cnrip1","ortholog_one2one",100,100,1
"C19orf12","1600014C10Rik","ortholog_one2one",100,98.17,1
"HRH2","Hrh2","ortholog_one2one",100,100,1
"TENT4A","Tent4a","ortholog_one2one",75,100,1
"MRPS11","Mrps11","ortholog_one2one",100,100,1
"FAXDC2","Gm12248","ortholog_one2one",100,97.91,1
"PLEK","Plek","ortholog_one2one",75,99.85,1
"ABHD14B","Abhd14b","ortholog_one2one",100,100,1
"MED28","Med28","ortholog_one2one",100,100,1
"CARS2","Cars2","ortholog_one2one",100,100,1
"SIPA1","Sipa1","ortholog_one2one",100,100,1
"ADRA2B","Adra2b","ortholog_one2one",100,100,1
"CALB1","Calb1","ortholog_one2one",100,100,1
"TMEM176A","Tmem176a","ortholog_one2one",75,100,1
"B3GALT4","B3galt4","ortholog_one2one",100,100,1
"MOCS1","Mocs1","ortholog_one2one",100,100,1
"NTN3","Ntn3","ortholog_one2one",100,100,1
"GPAT2","Gpat2","ortholog_one2one",100,100,1
"FUT7","Fut7","ortholog_one2one",100,95.56,1
"PLPP2","Plpp2","ortholog_one2one",50,100,1
"TCERG1","Tcerg1","ortholog_one2one",100,100,1
"SRD5A1","Srd5a1","ortholog_one2one",100,100,1
"TLCD1","Tlcd1","ortholog_one2one",100,100,1
"COL28A1","Col28a1","ortholog_one2one",50,100,1
"IFNAR2","Ifnar2","ortholog_one2one",100,100,0
"PPA1","Ppa1","ortholog_one2one",100,100,1
"TMEM192","Tmem192","ortholog_one2one",75,100,1
"MRPL9","Mrpl9","ortholog_one2one",100,100,1
"NSUN2","Nsun2","ortholog_one2one",100,100,1
"ATPAF2","Atpaf2","ortholog_one2one",100,100,1
"NUP88","Nup88","ortholog_one2one",100,100,1
"PAX5","Pax5","ortholog_one2one",100,100,1
"SCG2","Scg2","ortholog_one2one",100,100,1
"C4orf48","Gm1673","ortholog_one2one",100,100,1
"ABHD14A","Abhd14a","ortholog_one2one",100,100,1
"TAAR5","Taar5","ortholog_one2one",75,100,1
"ERLIN2","Erlin2","ortholog_one2one",50,100,1
"OAZ3","Oaz3","ortholog_one2one",100,100,1
"SF3B6","Sf3b6","ortholog_one2one",100,100,1
"MAG","Mag","ortholog_one2one",100,100,1
"GID4","Gid4","ortholog_one2one",100,100,0
"NEDD4L","Nedd4l","ortholog_one2one",100,100,1
"PTPRN2","Ptprn2","ortholog_one2one",50,100,1
"RAB37","Rab37","ortholog_one2one",50,100,1
"NAXD","Naxd","ortholog_one2one",100,100,1
"PIGU","Pigu","ortholog_one2one",75,100,1
"LRMDA","Lrmda","ortholog_one2one",100,100,1
"PLXNA1","Plxna1","ortholog_one2one",100,100,1
"DECR1","Decr1","ortholog_one2one",100,100,1
"PAX2","Pax2","ortholog_one2one",100,100,1
"OGG1","Ogg1","ortholog_one2one",100,88.59,1
"SPPL3","Sppl3","ortholog_one2one",100,100,1
"DHTKD1","Dhtkd1","ortholog_one2one",100,100,1
"DBR1","Dbr1","ortholog_one2one",100,100,1
"TRIM7","Trim7","ortholog_one2one",75,100,1
"MORN1","Morn1","ortholog_one2one",100,100,1
"PYGM","Pygm","ortholog_one2one",100,100,1
"DICER1","Dicer1","ortholog_one2one",100,100,1
"CARD14","Card14","ortholog_one2one",100,100,1
"KRR1","Krr1","ortholog_one2one",75,100,1
"KCTD15","Kctd15","ortholog_one2one",100,100,1
"LYPD2","Lypd2","ortholog_one2one",100,100,1
"CAMK1","Camk1","ortholog_one2one",100,100,1
"POLI","Poli","ortholog_one2one",100,100,1
"RORB","Rorb","ortholog_one2one",100,100,1
"KRT8","Krt8","ortholog_one2one",100,98.95,1
"SNIP1","Snip1","ortholog_one2one",100,100,1
"MARCHF2","Marchf2","ortholog_one2one",100,92.42,1
"INF2","Inf2","ortholog_one2one",75,100,1
"CNOT8","Cnot8","ortholog_one2one",100,100,1
"KRT18","Krt18","ortholog_one2one",100,100,1
"SPPL2C","Sppl2c","ortholog_one2one",50,100,1
"PGPEP1","Pgpep1","ortholog_one2one",100,100,1
"RGS16","Rgs16","ortholog_one2one",100,100,1
"APOBEC1","Apobec1","ortholog_one2one",50,100,1
"A4GNT","A4gnt","ortholog_one2one",100,100,1
"BGN","Bgn","ortholog_one2one",100,100,1
"EPB42","Epb42","ortholog_one2one",100,100,1
"SGSH","Sgsh","ortholog_one2one",100,100,1
"PTPN21","Ptpn21","ortholog_one2one",100,100,1
"CNTROB","Cntrob","ortholog_one2one",100,100,1
"GLIPR1","Glipr1","ortholog_one2one",75,100,1
"MIOS","Mios","ortholog_one2one",100,100,1
"ALOX15","Alox15","ortholog_one2one",50,100,1
"DZIP1L","Dzip1l","ortholog_one2one",100,100,1
"TBX3","Tbx3","ortholog_one2one",100,100,1
"PI4K2A","Pi4k2a","ortholog_one2one",100,100,1
"CPXM1","Cpxm1","ortholog_one2one",100,100,1
"ANKRD33B","Ankrd33b","ortholog_one2one",100,100,1
"KCNV1","Kcnv1","ortholog_one2one",100,100,1
"TAF1B","Taf1b","ortholog_one2one",100,84.37,1
"CPLX2","Cplx2","ortholog_one2one",100,100,1
"DGKQ","Dgkq","ortholog_one2one",75,100,1
"MFSD9","Mfsd9","ortholog_one2one",100,100,1
"TMEM220","Tmem220","ortholog_one2one",100,97.03,1
"ITPR3","Itpr3","ortholog_one2one",100,100,1
"IL17B","Il17b","ortholog_one2one",100,100,1
"FAM184B","Fam184b","ortholog_one2one",100,100,1
"CHD1L","Chd1l","ortholog_one2one",100,99.87,1
"SF3B1","Sf3b1","ortholog_one2one",100,100,1
"C4orf19","0610040J01Rik","ortholog_one2one",100,100,1
"LYNX1","Lynx1","ortholog_one2one",75,100,1
"HEYL","Heyl","ortholog_one2one",100,100,1
"SEC23A","Sec23a","ortholog_one2one",100,100,1
"POPDC2","Popdc2","ortholog_one2one",100,100,1
"LRGUK","Lrguk","ortholog_one2one",100,99.83,0
"AFP","Afp","ortholog_one2one",100,100,1
"CD86","Cd86","ortholog_one2one",100,95.03,0
"PITRM1","Pitrm1","ortholog_one2one",100,100,1
"LY6D","Ly6d","ortholog_one2one",50,100,1
"PAPPA2","Pappa2","ortholog_one2one",100,100,1
"PPP2R5E","Ppp2r5e","ortholog_one2one",100,100,1
"WDR59","Wdr59","ortholog_one2one",100,100,1
"TTC4","Ttc4","ortholog_one2one",100,100,1
"RNASEL","Rnasel","ortholog_one2one",100,100,1
"NDUFAB1","Ndufab1","ortholog_one2one",100,100,1
"SZRD1","Szrd1","ortholog_one2one",100,100,1
"HFM1","Hfm1","ortholog_one2one",100,100,1
"SLC9B2","Slc9b2","ortholog_one2one",100,100,1
"CRYBB3","Crybb3","ortholog_one2one",100,100,1
"GEMIN5","Gemin5","ortholog_one2one",75,100,1
"CNTRL","Cntrl","ortholog_one2one",100,100,1
"PCYOX1L","Pcyox1l","ortholog_one2one",100,100,1
"PTP4A1","Ptp4a1","ortholog_one2many",50,100,1
"TP53INP2","Trp53inp2","ortholog_one2one",100,100,1
"PCBP4","Pcbp4","ortholog_one2one",100,100,1
"SESN3","Sesn3","ortholog_one2one",100,100,1
"TMEM245","Tmem245","ortholog_one2one",100,100,1
"PAX8","Pax8","ortholog_one2one",50,100,1
"PPP1R8","Ppp1r8","ortholog_one2one",100,100,1
"PCDH12","Pcdh12","ortholog_one2one",100,100,1
"FLOT1","Flot1","ortholog_one2one",100,100,1
"CFAP410","Cfap410","ortholog_one2one",100,90.01,0
"GIGYF2","Gigyf2","ortholog_one2one",100,100,1
"F12","F12","ortholog_one2one",100,100,1
"SLC35B4","Slc35b4","ortholog_one2one",100,100,1
"SLC9A3","Slc9a3","ortholog_one2one",100,100,1
"MME","Mme","ortholog_one2one",100,100,1
"SLC15A4","Slc15a4","ortholog_one2one",100,100,1
"WFDC8","Wfdc8","ortholog_one2one",100,83.7,0
"TIMM17B","Timm17b","ortholog_one2one",100,95.81,1
"WDHD1","Wdhd1","ortholog_one2one",100,100,1
"NPEPPS","Npepps","ortholog_one2one",50,98.63,1
"NDUFB2","Ndufb2","ortholog_one2one",100,100,1
"SMARCB1","Smarcb1","ortholog_one2one",100,100,1
"NAT8L","Nat8l","ortholog_one2one",100,100,1
"ALG11","Alg11","ortholog_one2one",100,100,1
"PAFAH1B1","Pafah1b1","ortholog_one2one",100,98.22,1
"AVPI1","Avpi1","ortholog_one2one",100,100,1
"FOXO3B","Foxo3","ortholog_one2one",0,95.08,0
"BRAF","Braf","ortholog_one2one",100,99.31,1
"SH2D2A","Sh2d2a","ortholog_one2one",75,99.34,1
"RELL1","Rell1","ortholog_one2one",100,100,1
"KRT9","Krt9","ortholog_one2one",100,100,1
"NUDT21","Nudt21","ortholog_one2one",100,100,1
"GAS2","Gas2","ortholog_one2one",100,100,1
"DAAM2","Daam2","ortholog_one2one",75,100,1
"FAHD2A","Fahd2a","ortholog_one2one",100,100,1
"GLT1D1","Glt1d1","ortholog_one2one",100,96.48,1
"TMC6","Tmc6","ortholog_one2one",100,99.51,1
"ADPRM","Adprm","ortholog_one2one",100,100,1
"IDUA","Idua","ortholog_one2one",100,100,1
"GDF3","Gdf3","ortholog_one2one",50,100,1
"CENPK","Cenpk","ortholog_one2one",100,100,1
"MAML3","Maml3","ortholog_one2one",50,100,1
"FAM229B","Fam229b","ortholog_one2one",100,100,1
"MARVELD1","Marveld1","ortholog_one2one",100,100,1
"LSM4","Lsm4","ortholog_one2one",100,74.53,0
"POC5","Poc5","ortholog_one2one",75,100,1
"TRPM7","Trpm7","ortholog_one2one",100,100,1
"CEP44","Cep44","ortholog_one2one",100,96.56,1
"TRIM22","Trim75","ortholog_one2one",0,0,0
"VPS52","Vps52","ortholog_one2one",100,100,1
"TNFRSF25","Tnfrsf25","ortholog_one2one",100,100,1
"SPHKAP","Sphkap","ortholog_one2one",100,99.65,1
"FANCF","Fancf","ortholog_one2one",100,100,0
"TAGLN2","Tagln2","ortholog_one2one",100,100,1
"MRPL36","Mrpl36","ortholog_one2one",100,100,1
"MYT1L","Myt1l","ortholog_one2one",100,100,1
"RNF41","Rnf41","ortholog_one2one",100,100,1
"TMEM182","Tmem182","ortholog_one2one",100,100,1
"POLD1","Pold1","ortholog_one2one",75,100,1
"WSCD1","Wscd1","ortholog_one2one",100,100,1
"KRT14","Krt14","ortholog_one2one",100,100,1
"NDUFS6","Ndufs6","ortholog_one2one",100,89.47,0
"PFKP","Pfkp","ortholog_one2one",100,100,1
"PTCD3","Ptcd3","ortholog_one2one",100,100,1
"CLDN18","Cldn18","ortholog_one2one",100,100,1
"WFDC9","Wfdc9","ortholog_one2one",100,100,1
"PPWD1","Ppwd1","ortholog_one2one",100,100,1
"E2F3","E2f3","ortholog_one2one",75,100,1
"ZSWIM5","Zswim5","ortholog_one2one",100,100,1
"WFDC10A","Wfdc10","ortholog_one2one",100,100,0
"TAAR9","Taar9","ortholog_one2one",75,100,1
"FOXN2","Foxn2","ortholog_one2one",100,100,1
"BDNF","Bdnf","ortholog_one2one",100,100,1
"WNT8A","Wnt8a","ortholog_one2one",100,100,1
"HYOU1","Hyou1","ortholog_one2one",100,100,1
"DKK3","Dkk3","ortholog_one2one",100,100,1
"C13orf42","Gm4131","ortholog_one2one",100,100,1
"TOP3B","Top3b","ortholog_one2one",75,100,1
"FAM124A","Fam124a","ortholog_one2one",100,98.34,1
"OLR1","Olr1","ortholog_one2one",100,92.04,0
"WDR89","Wdr89","ortholog_one2one",100,100,1
"SLC26A1","Slc26a1","ortholog_one2one",100,100,1
"FAN1","Fan1","ortholog_one2one",50,100,1
"SLC9B1","Slc9b1","ortholog_one2one",100,97.15,1
"SOX14","Sox14","ortholog_one2one",100,100,1
"TAS2R39","Tas2r139","ortholog_one2one",100,100,1
"ATRX","Atrx","ortholog_one2one",100,100,1
"CARHSP1","Carhsp1","ortholog_one2one",100,100,1
"TAS2R40","Tas2r144","ortholog_one2one",100,100,1
"AL035460.1","Gm28372","ortholog_one2one",100,100,1
"TMEM239","Tmem239","ortholog_one2one",100,100,1
"CDH12","Cdh12","ortholog_one2one",75,100,1
"TMEM175","Tmem175","ortholog_one2one",100,100,1
"ASIC1","Asic1","ortholog_one2one",100,100,1
"LY6K","Ly6k","ortholog_one2one",0,0,0
"PMM2","Pmm2","ortholog_one2one",100,100,1
"METTL21A","Mettl21a","ortholog_one2one",100,100,1
"GLYR1","Glyr1","ortholog_one2one",100,100,1
"MEST","Mest","ortholog_one2one",100,100,1
"FBXO42","Fbxo42","ortholog_one2one",100,100,1
"ARHGEF10","Arhgef10","ortholog_one2one",100,99.49,1
"AGER","Ager","ortholog_one2one",100,100,1
"CCDC190","Ccdc190","ortholog_one2one",100,100,1
"YARS1","Yars","ortholog_one2one",100,100,1
"NAA30","Naa30","ortholog_one2one",100,100,1
"ZNF768","Zfp768","ortholog_one2one",100,100,1
"RAMP2","Ramp2","ortholog_one2one",100,100,1
"WFDC11","Wfdc11","ortholog_one2one",100,92.36,0
"MEOX2","Meox2","ortholog_one2one",100,100,1
"IFT122","Ift122","ortholog_one2one",100,100,1
"WFDC13","Wfdc13","ortholog_one2one",100,100,0
"TMC8","Tmc8","ortholog_one2one",100,100,1
"SPA17","Spa17","ortholog_one2one",100,100,1
"JUND","Jund","ortholog_one2one",100,100,1
"C20orf96","6820408C15Rik","ortholog_one2one",100,95.23,0
"CCNYL1","Ccnyl1","ortholog_one2one",100,100,1
"SPINT4","Spint4","ortholog_one2one",100,100,0
"CAPN7","Capn7","ortholog_one2one",50,100,1
"IQCN","Iqcn","ortholog_one2one",100,96.93,0
"IL20RB","Il20rb","ortholog_one2one",100,100,1
"TMEM186","Tmem186","ortholog_one2one",100,100,1
"SCO1","Sco1","ortholog_one2one",100,100,1
"CCDC198","ccdc198","ortholog_one2one",100,97.12,1
"NEK5","Nek5","ortholog_one2one",75,93.13,0
"CISD2","Cisd2","ortholog_one2one",100,100,1
"SLC35G1","Slc35g1","ortholog_one2one",100,100,1
"KRT16","Krt16","ortholog_one2one",100,100,1
"VPS25","Vps25","ortholog_one2one",100,100,1
"TBRG1","Tbrg1","ortholog_one2one",75,100,1
"PID1","Pid1","ortholog_one2one",100,94.31,1
"NCK1","Nck1","ortholog_one2one",100,100,1
"ABCC12","Abcc12","ortholog_one2one",100,100,1
"WFDC3","Wfdc3","ortholog_one2one",100,100,0
"TMEM52B","Tmem52b","ortholog_one2one",100,100,1
"COL17A1","Col17a1","ortholog_one2one",100,100,1
"GPR62","Gpr62","ortholog_one2one",100,100,1
"KIAA1522","C77080","ortholog_one2one",100,100,1
"SORL1","Sorl1","ortholog_one2one",100,100,1
"R3HDM4","R3hdm4","ortholog_one2one",100,100,1
"TMEM132D","Tmem132d","ortholog_one2one",100,100,1
"ERAS","Eras","ortholog_one2one",100,100,1
"LSR","Lsr","ortholog_one2one",100,100,1
"IPP","Ipp","ortholog_one2one",100,100,1
"GABARAPL1","Gabarapl1","ortholog_one2one",75,100,1
"FMO5","Fmo5","ortholog_one2one",75,100,1
"SLC35G2","Slc35g2","ortholog_one2one",100,100,1
"XDH","Xdh","ortholog_one2one",100,100,1
"PCSK1N","Pcsk1n","ortholog_one2one",75,100,1
"CD44","Cd44","ortholog_one2one",100,100,1
"SIAE","Siae","ortholog_one2one",100,100,1
"TNS2","Tns2","ortholog_one2one",100,100,1
"SMARCD1","Smarcd1","ortholog_one2one",100,100,1
"KISS1R","Kiss1r","ortholog_one2one",100,100,1
"SRGAP3","Srgap3","ortholog_one2one",100,100,1
"GSTK1","Gstk1","ortholog_one2one",100,100,1
"RRAS","Rras","ortholog_one2one",100,100,1
"VEZT","Vezt","ortholog_one2one",100,100,1
"COQ10B","Coq10b","ortholog_one2one",100,100,1
"DEFB129","Defb23","ortholog_one2one",100,100,0
"SH3BP5","Sh3bp5","ortholog_one2one",50,100,1
"FRRS1L","Frrs1l","ortholog_one2one",100,100,1
"JAG1","Jag1","ortholog_one2one",100,100,1
"FBXL14","Fbxl14","ortholog_one2one",100,97.79,1
"TRAPPC1","Trappc1","ortholog_one2one",100,100,1
"GPR151","Gpr151","ortholog_one2one",100,100,1
"WNT5B","Wnt5b","ortholog_one2one",100,100,1
"STX12","Stx12","ortholog_one2one",100,100,1
"TPR","Tpr","ortholog_one2one",100,100,1
"LCN8","Lcn8","ortholog_one2one",100,95.87,1
