"gene.name","human.gene.name","human.homology.type","human.gene.order.conservation.score","human.whole.genome.alignment.coverage","human.orthology.confidence..0.low..1.high."
"Gnb1l","GNB1L","ortholog_one2one",100,100,1
"Krtdap","KRTDAP","ortholog_one2one",100,100,1
"Ubap2l","UBAP2L","ortholog_one2one",100,100,1
"Ccr2","CCR2","ortholog_one2one",50,99.4,1
"Dr1","DR1","ortholog_one2one",50,100,1
"Prlhr","PRLHR","ortholog_one2one",100,100,1
"Commd8","COMMD8","ortholog_one2one",100,100,1
"Ucp1","UCP1","ortholog_one2one",100,100,1
"Cdr2","CDR2","ortholog_one2one",50,100,1
"Aspn","ASPN","ortholog_one2one",75,100,1
"Ccr5","CCR5","ortholog_one2one",50,100,1
"Morc1","MORC1","ortholog_one2one",100,100,1
"Pou3f1","POU3F1","ortholog_one2one",100,100,1
"Hormad2","HORMAD2","ortholog_one2one",100,100,1
"Ndufs8","NDUFS8","ortholog_one2one",100,100,1
"Xrcc2","XRCC2","ortholog_one2one",100,100,1
"Pigg","PIGG","ortholog_one2one",50,99.54,1
"Tgfb2","TGFB2","ortholog_one2one",100,100,1
"Cope","COPE","ortholog_one2one",100,96.86,1
"Bckdk","BCKDK","ortholog_one2one",100,100,1
"Olfr2","OR6A2","ortholog_one2one",75,100,1
"Hspa2","HSPA2","ortholog_one2one",100,100,1
"Rxylt1","RXYLT1","ortholog_one2one",100,100,1
"Stambpl1","STAMBPL1","ortholog_one2one",100,96.6,1
"Sptbn1","SPTBN1","ortholog_one2one",100,100,1
"Hook3","HOOK3","ortholog_one2one",100,100,1
"Camk4","CAMK4","ortholog_one2one",100,100,1
"Htr6","HTR6","ortholog_one2one",100,100,1
"Stim2","STIM2","ortholog_one2one",100,96.87,1
"Ddx46","DDX46","ortholog_one2one",50,100,1
"Ttc39a","TTC39A","ortholog_one2one",100,100,1
"Vps9d1","VPS9D1","ortholog_one2one",100,100,1
"Igsf6","IGSF6","ortholog_one2one",25,100,1
"Atp6v0e","ATP6V0E1","ortholog_one2one",100,100,1
"Krt39","KRT39","ortholog_one2one",100,100,1
"Epha4","EPHA4","ortholog_one2one",100,100,1
"Utp11","UTP11","ortholog_one2one",100,100,1
"Hnmt","HNMT","ortholog_one2one",50,100,1
"Kif22","KIF22","ortholog_one2one",100,100,1
"Mettl9","METTL9","ortholog_one2one",50,100,1
"Tmem67","TMEM67","ortholog_one2one",100,100,1
"Accs","ACCS","ortholog_one2one",100,100,1
"Wasl","WASL","ortholog_one2one",100,100,1
"Tnfrsf19","TNFRSF19","ortholog_one2one",100,100,1
"Arl3","ARL3","ortholog_one2one",100,100,1
"Kdm3a","KDM3A","ortholog_one2one",100,100,1
"Lnp1","LNP1","ortholog_one2one",100,74.54,1
"Dcaf17","DCAF17","ortholog_one2one",100,100,1
"Atp6v0b","ATP6V0B","ortholog_one2one",100,100,1
"Slc1a2","SLC1A2","ortholog_one2one",100,100,1
"H2bc4","H2BC10","ortholog_one2one",0,0,0
"Erlin1","ERLIN1","ortholog_one2one",100,100,1
"Vgf","VGF","ortholog_one2one",100,100,1
"Serpinb12","SERPINB12","ortholog_one2one",100,100,1
"Tbc1d32","TBC1D32","ortholog_one2one",75,100,1
"Hspb9","HSPB9","ortholog_one2one",100,100,0
"Six5","SIX5","ortholog_one2one",100,100,1
"Slc35d1","SLC35D1","ortholog_one2one",75,100,1
"Paqr9","PAQR9","ortholog_one2one",100,100,1
"Adtrp","ADTRP","ortholog_one2one",100,98.07,1
"H1f6","H1-6","ortholog_one2one",75,100,1
"Tsc22d4","TSC22D4","ortholog_one2one",100,99.61,1
"Fndc4","FNDC4","ortholog_one2one",100,100,1
"Dnajc11","DNAJC11","ortholog_one2one",100,95.28,1
"Pcolce2","PCOLCE2","ortholog_one2one",100,100,1
"Egr1","EGR1","ortholog_one2one",100,100,1
"Sgcz","SGCZ","ortholog_one2one",100,100,1
"Tbx6","TBX6","ortholog_one2one",100,100,1
"Dclk2","DCLK2","ortholog_one2one",25,100,1
"Hif3a","HIF3A","ortholog_one2one",75,100,1
"Nsd1","NSD1","ortholog_one2one",100,100,1
"Tom1l1","TOM1L1","ortholog_one2one",100,100,1
"Zfp518b","ZNF518B","ortholog_one2one",100,100,1
"Slc1a4","SLC1A4","ortholog_one2one",100,100,1
"Sbk3","SBK3","ortholog_one2one",100,100,1
"Tpm4","TPM4","ortholog_one2one",50,100,1
"Zfp3","ZFP3","ortholog_one2one",100,100,1
"Crebrf","CREBRF","ortholog_one2one",100,100,1
"Rab18","RAB18","ortholog_one2one",50,94.22,1
"Aif1l","AIF1L","ortholog_one2one",100,96.13,1
"Slc4a7","SLC4A7","ortholog_one2one",50,100,1
"Polm","POLM","ortholog_one2one",100,100,1
"Ppp4c","PPP4C","ortholog_one2one",100,100,1
"Prpf40b","PRPF40B","ortholog_one2one",100,100,1
"Yif1b","YIF1B","ortholog_one2one",75,100,1
"Gm4969","BHMG1","ortholog_one2one",100,97.74,0
"Brd9","BRD9","ortholog_one2one",100,100,1
"Clnk","CLNK","ortholog_one2one",100,99.26,1
"Etf1","ETF1","ortholog_one2one",100,100,1
"Emc8","EMC8","ortholog_one2one",100,100,1
"Dffb","DFFB","ortholog_one2one",100,100,1
"Ssbp4","SSBP4","ortholog_one2one",100,100,1
"Mamdc4","MAMDC4","ortholog_one2one",100,100,1
"Avpr1a","AVPR1A","ortholog_one2one",100,100,1
"AL646049.1","CXorf58","ortholog_one2one",75,100,0
"Egr2","EGR2","ortholog_one2one",100,100,1
"Olfr790","OR6C75","ortholog_one2one",50,39.99,0
"Auh","AUH","ortholog_one2one",100,100,1
"Fibp","FIBP","ortholog_one2one",100,100,1
"Ppil4","PPIL4","ortholog_one2one",100,100,1
"Ogdhl","OGDHL","ortholog_one2one",100,100,1
"Actr3b","ACTR3B","ortholog_one2one",100,100,1
"Wt1","WT1","ortholog_one2one",100,100,1
"Slc66a2","SLC66A2","ortholog_one2one",100,100,1
"Usp1","USP1","ortholog_one2one",100,100,1
"Abcb10","ABCB10","ortholog_one2one",100,100,1
"Fmn1","FMN1","ortholog_one2one",100,99.45,1
"Cep97","CEP97","ortholog_one2one",100,100,1
"Fbxo46","FBXO46","ortholog_one2one",100,100,1
"Pick1","PICK1","ortholog_one2one",100,100,1
"Gpi1","GPI","ortholog_one2one",100,100,1
"2900092C05Rik","C19orf18","ortholog_one2one",25,92.33,0
"Efhd1","EFHD1","ortholog_one2one",100,100,1
"Qpctl","QPCTL","ortholog_one2one",100,100,1
"Acta2","ACTA2","ortholog_one2one",100,100,1
"Arhgef11","ARHGEF11","ortholog_one2one",100,100,1
"Praf2","PRAF2","ortholog_one2one",100,100,1
"Gas8","GAS8","ortholog_one2one",50,99.83,1
"Casc4","GOLM2","ortholog_one2one",100,100,1
"Zfp579","ZNF579","ortholog_one2one",100,100,1
"Elf2","ELF2","ortholog_one2one",100,100,1
"Ctsw","CTSW","ortholog_one2one",100,100,1
"Tbpl2","TBPL2","ortholog_one2one",0,85.93,1
"Phpt1","PHPT1","ortholog_one2one",100,100,1
"Map2k6","MAP2K6","ortholog_one2one",100,100,1
"Cox11","COX11","ortholog_one2one",100,100,1
"Bach2","BACH2","ortholog_one2one",75,100,1
"Ube3c","UBE3C","ortholog_one2one",75,100,1
"Nbl1","NBL1","ortholog_one2one",100,94.38,1
"Olfr11","OR2B6","ortholog_one2one",25,100,1
"Mkx","MKX","ortholog_one2one",50,100,1
"Trak2","TRAK2","ortholog_one2one",100,100,1
"Il6","IL6","ortholog_one2one",0,100,0
"Rnf217","RNF217","ortholog_one2one",100,100,1
"Psmc1","PSMC1","ortholog_one2one",100,100,1
"Snai3","SNAI3","ortholog_one2one",100,100,1
"Tusc3","TUSC3","ortholog_one2one",100,97.01,1
"Il1f8","IL36B","ortholog_one2one",0,0,0
"Pdcd5","PDCD5","ortholog_one2one",100,100,1
"Tmem44","TMEM44","ortholog_one2one",100,98.42,1
"Mthfsd","MTHFSD","ortholog_one2one",100,98.74,1
"Mettl8","METTL8","ortholog_one2one",100,100,1
"Sv2b","SV2B","ortholog_one2one",50,100,1
"Rasa3","RASA3","ortholog_one2one",100,100,1
"Eng","ENG","ortholog_one2one",100,100,1
"Ovol1","OVOL1","ortholog_one2one",75,100,1
"Mylk4","MYLK4","ortholog_one2one",100,100,1
"Habp2","HABP2","ortholog_one2one",100,100,1
"Cacul1","CACUL1","ortholog_one2one",100,100,1
"Itih2","ITIH2","ortholog_one2one",100,100,1
"Vstm2a","VSTM2A","ortholog_one2one",100,100,1
"Peli1","PELI1","ortholog_one2one",100,100,1
"Spock2","SPOCK2","ortholog_one2one",100,100,1
"Scimp","SCIMP","ortholog_one2one",75,100,1
"Fancg","FANCG","ortholog_one2one",100,100,1
"Tbata","TBATA","ortholog_one2one",100,100,1
"Slc16a8","SLC16A8","ortholog_one2one",100,100,1
"Armc10","ARMC10","ortholog_one2one",100,100,1
"Gtf2i","GTF2I","ortholog_one2one",100,94.06,1
"Ero1lb","ERO1B","ortholog_one2one",100,100,1
"Ppp1r36","PPP1R36","ortholog_one2one",100,100,1
"Bzw2","BZW2","ortholog_one2one",100,100,1
"Mrpl1","MRPL1","ortholog_one2one",100,100,1
"Rrp15","RRP15","ortholog_one2one",100,99.15,1
"Cdhr3","CDHR3","ortholog_one2one",100,97.37,1
"Txnl1","TXNL1","ortholog_one2one",50,100,1
"Rd3l","RD3L","ortholog_one2one",100,100,1
"B230219D22Rik","C5orf24","ortholog_one2one",100,100,1
"Lrit2","LRIT2","ortholog_one2one",75,100,1
"Stard4","STARD4","ortholog_one2one",100,100,1
"Ado","ADO","ortholog_one2one",100,100,1
"Tmprss5","TMPRSS5","ortholog_one2one",100,100,1
"Zbtb7b","ZBTB7B","ortholog_one2one",100,100,1
"Klhdc2","KLHDC2","ortholog_one2one",100,100,1
"Tdrd9","TDRD9","ortholog_one2one",100,100,1
"Lias","LIAS","ortholog_one2one",100,100,1
"Galnt18","GALNT18","ortholog_one2one",100,100,1
"Nid1","NID1","ortholog_one2one",100,100,1
"Chchd3","CHCHD3","ortholog_one2one",100,100,1
"4921539E11Rik","C1orf141","ortholog_one2one",50,97.73,0
"Plekhm1","PLEKHM1","ortholog_one2one",50,100,1
"Rnf144a","RNF144A","ortholog_one2one",100,100,1
"Tbxas1","TBXAS1","ortholog_one2one",100,100,1
"Nemf","NEMF","ortholog_one2one",100,100,1
"Cpa5","CPA5","ortholog_one2one",100,100,1
"Nrap","NRAP","ortholog_one2one",100,100,1
"Pias3","PIAS3","ortholog_one2one",100,100,1
"Rilp","RILP","ortholog_one2one",100,100,1
"Dph2","DPH2","ortholog_one2one",100,100,1
"Zfp580","ZNF580","ortholog_one2one",75,100,1
"Hacd1","HACD1","ortholog_one2one",100,100,1
"Cdkn2d","CDKN2D","ortholog_one2one",100,100,1
"Ccl20","CCL20","ortholog_one2one",100,100,1
"Map2k3","MAP2K3","ortholog_one2one",75,100,1
"Olfr17","OR10A4","ortholog_one2one",100,100,1
"Ankmy2","ANKMY2","ortholog_one2one",100,100,1
"Wdr7","WDR7","ortholog_one2one",50,100,1
"Zfp784","ZNF784","ortholog_one2one",75,100,1
"Cdhr1","CDHR1","ortholog_one2one",100,100,1
"Arhgap27","ARHGAP27","ortholog_one2one",75,100,1
"Fiz1","FIZ1","ortholog_one2one",100,100,1
"Col5a2","COL5A2","ortholog_one2one",100,100,1
"G6pc2","G6PC2","ortholog_one2one",100,100,1
"Wdr54","WDR54","ortholog_one2one",100,100,1
"Prr15","PRR15","ortholog_one2one",100,100,1
"Clec16a","CLEC16A","ortholog_one2one",100,100,1
"2610528A11Rik","C10orf99","ortholog_one2one",100,100,1
"Wipf3","WIPF3","ortholog_one2one",100,100,1
"Hipk2","HIPK2","ortholog_one2one",100,100,1
"Fpgs","FPGS","ortholog_one2one",100,100,1
"F13b","F13B","ortholog_one2one",100,100,1
"Hfe","HFE","ortholog_one2one",75,100,1
"Stag3","STAG3","ortholog_one2one",75,100,1
"Olfr716","OR2D3","ortholog_one2one",100,100,1
"Olfr791","OR6C2","ortholog_one2one",0,53.9,0
"Sulf1","SULF1","ortholog_one2one",100,100,1
"Nup107","NUP107","ortholog_one2one",100,100,1
"Il1f9","IL36G","ortholog_one2one",50,100,0
"Hivep2","HIVEP2","ortholog_one2one",100,100,1
"Rtkn","RTKN","ortholog_one2one",100,100,1
"Nlrp14","NLRP14","ortholog_one2one",100,96.35,1
"Scn4a","SCN4A","ortholog_one2one",100,100,1
"Zfp865","ZNF865","ortholog_one2one",100,100,1
"Scrn1","SCRN1","ortholog_one2one",100,100,1
"Wrnip1","WRNIP1","ortholog_one2one",75,100,1
"Lenep","LENEP","ortholog_one2one",100,100,1
"Fam186b","FAM186B","ortholog_one2one",100,100,1
"Ccdc106","CCDC106","ortholog_one2one",75,100,1
"Flad1","FLAD1","ortholog_one2one",100,100,1
"Sertad2","SERTAD2","ortholog_one2one",100,100,1
"Csnk1g2","CSNK1G2","ortholog_one2one",100,100,1
"Aldh3b1","ALDH3B1","ortholog_one2one",100,100,1
"Il1f6","IL36A","ortholog_one2one",50,100,1
"Pax3","PAX3","ortholog_one2one",100,100,1
"Hax1","HAX1","ortholog_one2one",100,100,1
"Trpc1","TRPC1","ortholog_one2one",100,100,1
"Ttc32","TTC32","ortholog_one2one",100,100,1
"Gpr4","GPR4","ortholog_one2one",100,100,1
"Hmx2","HMX2","ortholog_one2one",100,100,1
"Mbd3l1","MBD3L1","ortholog_one2one",25,100,1
"Mbip","MBIP","ortholog_one2one",100,100,1
"Rab5c","RAB5C","ortholog_one2one",100,100,1
"Upf1","UPF1","ortholog_one2one",100,99.95,1
"Pstk","PSTK","ortholog_one2one",100,100,1
"Stoml2","STOML2","ortholog_one2one",100,100,1
"H2bc14","H2BC5","ortholog_one2one",0,0,0
"Gja10","GJA10","ortholog_one2one",75,100,1
"1700024G13Rik","C10orf53","ortholog_one2one",75,100,0
"Fanca","FANCA","ortholog_one2one",100,99.51,1
"Nrep","NREP","ortholog_one2one",100,81.68,0
"Napepld","NAPEPLD","ortholog_one2one",100,100,1
"Togaram2","TOGARAM2","ortholog_one2one",100,100,1
"Ptpn12","PTPN12","ortholog_one2one",100,100,1
"Ccdc180","CCDC180","ortholog_one2one",50,99.58,1
"Slain2","SLAIN2","ortholog_one2one",100,100,1
"Hexim2","HEXIM2","ortholog_one2one",100,100,1
"Ssh3","SSH3","ortholog_one2one",100,100,1
"Rasl11a","RASL11A","ortholog_one2one",100,100,1
"Dnajb6","DNAJB6","ortholog_one2one",50,95.93,1
"Olfr796","OR10P1","ortholog_one2one",0,100,1
"Chst3","CHST3","ortholog_one2one",100,100,1
"Krt40","KRT40","ortholog_one2one",100,100,1
"Ppt1","PPT1","ortholog_one2one",100,96.87,1
"Txndc15","TXNDC15","ortholog_one2one",100,100,1
"Ffar2","FFAR2","ortholog_one2one",100,100,1
"Fbxo6","FBXO6","ortholog_one2one",100,99,1
"Hdc","HDC","ortholog_one2one",100,100,1
"Ap5b1","AP5B1","ortholog_one2one",75,100,1
"Cpxm2","CPXM2","ortholog_one2one",100,100,1
"Fas","FAS","ortholog_one2one",100,100,0
"4933434E20Rik","C1orf43","ortholog_one2many",100,100,1
"Ctdspl2","CTDSPL2","ortholog_one2one",100,100,1
"1700094D03Rik","C1orf189","ortholog_one2one",100,100,1
"Chrm4","CHRM4","ortholog_one2one",100,100,1
"Trat1","TRAT1","ortholog_one2one",100,100,1
"Necap2","NECAP2","ortholog_one2one",100,100,1
"Pcbd2","PCBD2","ortholog_one2one",100,100,1
"Zscan18","ZSCAN18","ortholog_one2one",50,82.76,0
"Cul2","CUL2","ortholog_one2one",25,99.35,1
"Hyal4","HYAL4","ortholog_one2one",100,100,1
"Prss8","PRSS8","ortholog_one2one",100,100,1
"2310057M21Rik","C10orf88","ortholog_one2one",100,100,1
"Mxd3","MXD3","ortholog_one2one",100,100,0
"Arid1b","ARID1B","ortholog_one2one",100,100,1
"Ubr1","UBR1","ortholog_one2one",100,100,1
"Zg16","ZG16","ortholog_one2one",100,100,1
"Kat8","KAT8","ortholog_one2one",100,100,1
"Ldb2","LDB2","ortholog_one2one",100,100,1
"Lrrc25","LRRC25","ortholog_one2one",100,100,0
"Palld","PALLD","ortholog_one2one",100,100,1
"Kcnj16","KCNJ16","ortholog_one2one",100,100,1
"Trbv31","TRBV30","ortholog_one2one",100,100,1
"Rnaseh2c","RNASEH2C","ortholog_one2one",100,96.47,0
"Acrbp","ACRBP","ortholog_one2one",100,100,1
"Hunk","HUNK","ortholog_one2one",100,100,1
"Cdc42se2","CDC42SE2","ortholog_one2one",100,100,1
"Gckr","GCKR","ortholog_one2one",100,100,1
"Prelid1","PRELID1","ortholog_one2one",100,100,1
"Gdf15","GDF15","ortholog_one2one",100,100,1
"Serpinb13","SERPINB13","ortholog_one2one",100,100,1
"Pls1","PLS1","ortholog_one2one",100,100,1
"Sfxn2","SFXN2","ortholog_one2one",100,100,1
"Slpi","SLPI","ortholog_one2one",75,100,1
"Fam53b","FAM53B","ortholog_one2one",100,100,1
"Ap1s1","AP1S1","ortholog_one2one",100,100,1
"Pirt","PIRT","ortholog_one2one",100,100,1
"Opa3","OPA3","ortholog_one2one",100,100,1
"Rab24","RAB24","ortholog_one2one",75,100,1
"Osr1","OSR1","ortholog_one2one",100,100,1
"Tmem204","TMEM204","ortholog_one2one",100,100,1
"Kat5","KAT5","ortholog_one2one",100,100,1
"Ap1m2","AP1M2","ortholog_one2one",100,100,1
"Tmem238l","TMEM238L","ortholog_one2one",100,100,1
"Dok7","DOK7","ortholog_one2one",100,100,1
"Cap1","CAP1","ortholog_one2one",100,100,1
"Fchsd1","FCHSD1","ortholog_one2one",100,100,1
"Ift140","IFT140","ortholog_one2one",100,100,1
"Tyms","TYMS","ortholog_one2one",0,100,1
"Ppp1r35","PPP1R35","ortholog_one2one",100,100,1
"Gmpr","GMPR","ortholog_one2one",100,100,1
"Apoo","APOO","ortholog_one2one",50,99.4,1
"Klhl13","KLHL13","ortholog_one2one",25,100,1
"Ch25h","CH25H","ortholog_one2one",100,100,1
"Tnk2","TNK2","ortholog_one2one",100,100,1
"Map4k2","MAP4K2","ortholog_one2one",100,100,1
"Sct","SCT","ortholog_one2one",100,100,1
"Acta1","ACTA1","ortholog_one2one",100,100,1
"Hs3st1","HS3ST1","ortholog_one2one",100,100,1
"Epha7","EPHA7","ortholog_one2one",100,100,1
"Zfp384","ZNF384","ortholog_one2one",100,100,1
"Mbp","MBP","ortholog_one2one",100,100,1
"Mvd","MVD","ortholog_one2one",100,100,1
"Appl1","APPL1","ortholog_one2one",100,100,1
"Emc2","EMC2","ortholog_one2one",100,100,1
"Atp10d","ATP10D","ortholog_one2one",100,100,0
"Pde7a","PDE7A","ortholog_one2one",100,100,1
"Nkx2-1","NKX2-1","ortholog_one2one",100,100,1
"Atxn1","ATXN1","ortholog_one2one",100,99.26,1
"Lipa","LIPA","ortholog_one2one",100,100,1
"Pcdh7","PCDH7","ortholog_one2one",100,100,1
"Fhl3","FHL3","ortholog_one2one",100,100,1
"Mtch1","MTCH1","ortholog_one2one",100,97.44,1
"Xrn1","XRN1","ortholog_one2one",100,100,1
"Bag3","BAG3","ortholog_one2one",100,100,1
"Ttyh2","TTYH2","ortholog_one2one",100,100,1
"Nudt17","NUDT17","ortholog_one2one",100,98.69,1
"Nsmce4a","NSMCE4A","ortholog_one2one",100,100,1
"Dnajc24","DNAJC24","ortholog_one2one",100,100,1
"Foxc2","FOXC2","ortholog_one2one",100,100,1
"Car5a","CA5A","ortholog_one2one",100,100,1
"Hivep1","HIVEP1","ortholog_one2one",100,100,1
"Allc","ALLC","ortholog_one2one",100,100,1
"Ffar1","FFAR1","ortholog_one2one",100,100,1
"Ttc39b","TTC39B","ortholog_one2one",100,100,1
"Mtif3","MTIF3","ortholog_one2one",100,100,1
"4931406P16Rik","GARRE1","ortholog_one2one",100,100,1
"Tmem230","TMEM230","ortholog_one2one",100,91.23,1
"Oma1","OMA1","ortholog_one2one",50,100,1
"Bnip1","BNIP1","ortholog_one2one",75,100,1
"Zdhhc7","ZDHHC7","ortholog_one2one",100,95.63,1
"Nae1","NAE1","ortholog_one2one",100,100,1
"Msr1","MSR1","ortholog_one2one",100,98.33,1
"Fcnb","FCN1","ortholog_one2one",100,100,0
"Hspa9","HSPA9","ortholog_one2one",100,100,1
"Ncaph","NCAPH","ortholog_one2one",50,100,1
"Afap1","AFAP1","ortholog_one2one",75,100,1
"Rell2","RELL2","ortholog_one2one",100,100,1
"Cyba","CYBA","ortholog_one2one",100,84.98,1
"Gpr26","GPR26","ortholog_one2one",100,100,1
"Krtap3-1","KRTAP3-1","ortholog_one2one",75,100,1
"Kcng2","KCNG2","ortholog_one2one",100,98.31,1
"Naglu","NAGLU","ortholog_one2one",100,100,1
"AI467606","C16orf54","ortholog_one2one",100,100,1
"Ets1","ETS1","ortholog_one2one",100,100,1
"Pdpk1","PDPK1","ortholog_one2one",100,100,1
"Gtf3a","GTF3A","ortholog_one2one",100,100,1
"Hs3st3b1","HS3ST3B1","ortholog_one2one",100,100,1
"Ugdh","UGDH","ortholog_one2one",100,100,1
"Muc16","MUC16","ortholog_one2one",75,65.36,0
"Bad","BAD","ortholog_one2one",100,100,1
"Zc3h12d","ZC3H12D","ortholog_one2one",100,100,1
"Kcnj2","KCNJ2","ortholog_one2one",100,100,1
"Prr29","PRR29","ortholog_one2one",100,100,0
"Cdh15","CDH15","ortholog_one2one",100,100,1
"Serpinc1","SERPINC1","ortholog_one2one",100,100,1
"Edn1","EDN1","ortholog_one2one",100,100,1
"Ghitm","GHITM","ortholog_one2one",100,100,1
"Cox10","COX10","ortholog_one2one",100,100,1
"Snrpd2","SNRPD2","ortholog_one2one",100,100,1
"Met","MET","ortholog_one2one",100,100,1
"Vipr2","VIPR2","ortholog_one2one",50,100,1
"Irak3","IRAK3","ortholog_one2one",100,100,1
"Sec24a","SEC24A","ortholog_one2one",50,100,1
"Qprt","QPRT","ortholog_one2one",75,100,1
"Tomm70a","TOMM70","ortholog_one2one",100,100,1
"Ajm1","AJM1","ortholog_one2one",100,100,1
"Fggy","FGGY","ortholog_one2one",100,98.88,1
"Tcf25","TCF25","ortholog_one2one",100,100,1
"H1f2","H1-2","ortholog_one2one",75,100,1
"Ifit2","IFIT2","ortholog_one2one",75,100,1
"Thap3","THAP3","ortholog_one2one",100,96.15,1
"Sacs","SACS","ortholog_one2one",75,98.66,0
"Smim14","SMIM14","ortholog_one2one",100,100,1
"Ccdc88b","CCDC88B","ortholog_one2one",100,100,1
"Ikzf5","IKZF5","ortholog_one2one",100,100,1
"Mblac2","MBLAC2","ortholog_one2one",100,100,1
"Gpr137","GPR137","ortholog_one2one",100,100,1
"Rgs21","RGS21","ortholog_one2one",100,100,1
"Fgf20","FGF20","ortholog_one2one",100,100,1
"Rbbp5","RBBP5","ortholog_one2one",100,100,1
"Olfr24","OR1M1","ortholog_one2one",0,100,1
"Nit2","NIT2","ortholog_one2one",100,100,1
"Rgs18","RGS18","ortholog_one2one",100,100,1
"Micu3","MICU3","ortholog_one2one",100,100,1
"Casc3","CASC3","ortholog_one2one",100,100,1
"Ube2t","UBE2T","ortholog_one2one",100,100,1
"Cetn3","CETN3","ortholog_one2one",100,100,1
"Serpine1","SERPINE1","ortholog_one2one",100,100,1
"C87436","C2orf42","ortholog_one2one",100,100,1
"Ddb1","DDB1","ortholog_one2one",100,100,1
"Ing4","ING4","ortholog_one2one",100,100,1
"Gm42517","TMEM271","ortholog_one2one",50,100,1
"Itpripl1","ITPRIPL1","ortholog_one2one",75,100,1
"Gm13420","PRRT1B","ortholog_one2one",50,100,1
"Zfp365","ZNF365","ortholog_one2one",100,100,1
"Tex101","TEX101","ortholog_one2one",100,99.12,1
"Fbxo21","FBXO21","ortholog_one2one",100,100,1
"Nfil3","NFIL3","ortholog_one2one",100,100,1
"Tab2","TAB2","ortholog_one2one",100,100,1
"Msl1","MSL1","ortholog_one2one",100,100,1
"Cacnb2","CACNB2","ortholog_one2one",100,100,1
"Lman1","LMAN1","ortholog_one2one",100,100,1
"Scarf1","SCARF1","ortholog_one2one",100,100,1
"Rfx3","RFX3","ortholog_one2one",100,100,1
"Zar1l","ZAR1L","ortholog_one2one",100,100,1
"Sgcg","SGCG","ortholog_one2one",50,100,1
"Tmem74","TMEM74","ortholog_one2one",100,100,1
"St18","ST18","ortholog_one2one",100,100,1
"Dyrk1a","DYRK1A","ortholog_one2one",100,100,1
"Mepce","MEPCE","ortholog_one2one",75,100,1
"Syde1","SYDE1","ortholog_one2one",75,100,1
"Spn","SPN","ortholog_one2one",50,99.76,1
"Atr","ATR","ortholog_one2one",100,100,1
"Catsper3","CATSPER3","ortholog_one2one",100,100,1
"B3gat3","B3GAT3","ortholog_one2one",100,100,1
"Armc4","ARMC4","ortholog_one2one",100,100,1
"Clvs1","CLVS1","ortholog_one2one",75,100,1
"Trim56","TRIM56","ortholog_one2one",100,100,1
"Ppm1h","PPM1H","ortholog_one2one",100,100,1
"Tacc2","TACC2","ortholog_one2one",100,100,1
"Emc7","EMC7","ortholog_one2one",100,100,1
"Wdsub1","WDSUB1","ortholog_one2one",100,100,1
"Icam2","ICAM2","ortholog_one2one",100,100,1
"Pcare","PCARE","ortholog_one2one",100,100,1
"Olfr398","OR1R1P","ortholog_one2one",75,100,1
"Rom1","ROM1","ortholog_one2one",100,100,1
"Tpsg1","TPSG1","ortholog_one2one",100,100,1
"Spata17","SPATA17","ortholog_one2one",100,100,1
"Sf3a3","SF3A3","ortholog_one2one",100,100,1
"Syt9","SYT9","ortholog_one2one",100,100,1
"Tepp","TEPP","ortholog_one2one",100,98.67,1
"Scrib","SCRIB","ortholog_one2one",100,100,1
"Rps18-ps5","RPS18","ortholog_one2one",0,0,0
"Asph","ASPH","ortholog_one2one",50,99.04,1
"Chat","CHAT","ortholog_one2one",100,100,1
"Dpp7","DPP7","ortholog_one2one",0,99.51,1
"Flot2","FLOT2","ortholog_one2one",100,100,1
"Itih5","ITIH5","ortholog_one2one",100,100,1
"Slc9c1","SLC9C1","ortholog_one2one",100,99.05,1
"Irs2","IRS2","ortholog_one2one",100,100,1
"Cacna1h","CACNA1H","ortholog_one2one",100,99.89,1
"Cyb561a3","CYB561A3","ortholog_one2one",100,100,1
"H2bc3","H2BC3","ortholog_one2one",50,100,1
"Psap","PSAP","ortholog_one2one",100,100,1
"Rai14","RAI14","ortholog_one2one",100,100,1
"Garem2","GAREM2","ortholog_one2one",50,100,1
"H3c2","H3C13","ortholog_one2one",0,0,0
"Haus2","HAUS2","ortholog_one2one",100,100,1
"Dpy19l3","DPY19L3","ortholog_one2one",100,100,1
"Lrpap1","LRPAP1","ortholog_one2one",75,100,1
"Hadha","HADHA","ortholog_one2one",50,100,1
"Synj1","SYNJ1","ortholog_one2one",100,100,1
"Gipr","GIPR","ortholog_one2one",100,100,1
"Npnt","NPNT","ortholog_one2one",100,100,1
"Tia1","TIA1","ortholog_one2one",100,100,1
"Slc43a2","SLC43A2","ortholog_one2one",100,100,1
"Zfp319","ZNF319","ortholog_one2one",100,100,1
"Nrde2","NRDE2","ortholog_one2one",100,100,1
"Olfr1357","OR1I1","ortholog_one2one",100,100,1
"Prss36","PRSS36","ortholog_one2one",100,100,1
"H1f1","H1-1","ortholog_one2one",25,100,1
"Slc18a3","SLC18A3","ortholog_one2one",100,100,1
"Utp6","UTP6","ortholog_one2one",75,100,1
"Tom1l2","TOM1L2","ortholog_one2one",100,100,1
"Rsad2","RSAD2","ortholog_one2one",100,100,1
"Tmem138","TMEM138","ortholog_one2one",100,100,1
"Nkx2-5","NKX2-5","ortholog_one2one",50,100,1
"Nkain2","NKAIN2","ortholog_one2one",100,100,1
